"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0402","Anthidium","manicatum","male",1916,6,16,"England","Devon","Paignton","",4.599,3.844,11.377,3.679,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0403","Anthidium","manicatum","male",1914,7,10,"England","Devon","Bovey Tracey","",4.607,3.842,11.268,3.508,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0404","Anthidium","manicatum","male",1902,NA,NA,"England","Hertfordshire","Berkhamsted","",4.396,3.995,11.201,3.593,"Megachilidae","cavity nester","OUMNH",NA,"Berkhamsted, Hertfordshire, England",51.7607271,-0.5652554
"IGproject0405","Anthidium","manicatum","male",1926,7,NA,"England","Devon","Newton Abbot","",4.185,3.691,10.746,3.451,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0406","Anthidium","manicatum","male",1910,7,11,"England","Oxfordshire","Oxford","Wykeham House (garden)",4.381,3.921,10.896,3.365,"Megachilidae","cavity nester","OUMNH",NA,"Wykeham House (garden), Oxford, Oxfordshire, England",51.76345691,-1.260193951
"IGproject0407","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.431,3.732,11.177,3.342,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0408","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.513,3.982,11.366,3.582,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0409","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.218,3.736,10.535,3.326,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0410","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",4.245,3.824,10.413,3.333,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501
"IGproject0411","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",3.885,3.257,9.226,2.798,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501
"IGproject0412","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.566,3.949,11.608,3.947,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0413","Anthidium","manicatum","female",1948,8,1,"England","Oxfordshire","Oxford","Hinksey",4.01,3.382,9.262,2.833,"Megachilidae","cavity nester","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581
"IGproject0414","Anthidium","manicatum","female",1929,5,22,"England","Devon","Bovey Tracey","",3.982,3.295,9.058,2.792,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0415","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.194,3.461,9.354,2.929,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0416","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.258,3.556,9.425,2.899,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0417","Anthidium","manicatum","female",1899,6,27,"England","Oxfordshire","Oxford","OUMNH",3.983,3.345,8.858,2.846,"Megachilidae","cavity nester","OUMNH",NA,"OUMNH, Oxford, Oxfordshire, England",51.75883255,-1.255506952
"IGproject0418","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.988,3.459,8.974,2.797,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0419","Anthidium","manicatum","female",1908,6,NA,"England","Kent","Chattenden","",4.092,3.385,8.712,2.71,"Megachilidae","cavity nester","OUMNH",NA,"Chattenden, Kent, England",51.2849241,0.5329214
"IGproject0420","Anthidium","manicatum","female",1902,7,27,"England","Oxfordshire","Tubney","Tubney Wood",4.068,3.594,9.253,2.809,"Megachilidae","cavity nester","OUMNH",NA,"Tubney Wood, Tubney, Oxfordshire, England",51.6982536,-1.3620453
"IGproject0421","Anthidium","manicatum","female",1984,6,30,"England","Greater London","Woolwich","Spray Street",3.507,2.868,7.295,2.22,"Megachilidae","cavity nester","OUMNH",NA,"Spray Street, Woolwich, Greater London, England",51.4904779,0.0697472
"IGproject0422","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.961,3.283,8.704,2.724,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0423","Anthidium","manicatum","female",1897,6,22,"England","Berkshire","Sulhamstead","",4.203,3.552,9.162,2.847,"Megachilidae","cavity nester","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427
"IGproject0424","Anthidium","manicatum","male",1897,6,22,"England","Berkshire","Sulhamstead","",4.196,3.499,10.116,3.172,"Apidae","kleptoparasite","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427
"IGproject0425","Nomada","ruficornis","female",1918,4,NA,"England","Cumbria","Carlisle","",2.42,1.543,7.501,2.026,"Apidae","kleptoparasite","OUMNH",NA,"Carlisle, Cumbria, England",54.89388457,-2.93695408
"IGproject0426","Nomada","ruficornis","female",1915,5,21,"England","Devon","Brixham","Churston Ferrers",2.772,1.823,8.434,2.369,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572
"IGproject0427","Nomada","ruficornis","female",1920,5,25,"England","West Yorkshire","Leeds","Meanwood",2.651,1.743,7.959,2.24,"Apidae","kleptoparasite","OUMNH",NA,"Meanwood, Leeds, West Yorkshire, England",53.8281685,-1.5682466
"IGproject0428","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.812,1.929,8.587,2.415,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0429","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.835,1.884,8.565,2.265,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0430","Nomada","ruficornis","female",1915,5,24,"England","South Yorkshire","Sheffield","",2.76,1.817,8.428,2.21,"Apidae","kleptoparasite","OUMNH",NA,"Sheffield, South Yorkshire, England",53.3806626,-1.4702278
"IGproject0431","Nomada","ruficornis","male",1975,5,3,"England","Devon","","South Devon - Buckland Down",2.344,1.54,7.277,1.959,"Apidae","kleptoparasite","OUMNH",NA,"South Devon - Buckland Down, Devon, England",50.54448152,-3.807963495
"IGproject0432","Nomada","ruficornis","female",1982,5,10,"England","Devon","Plymouth","Plym Bridge",2.758,1.831,8.377,2.286,"Apidae","kleptoparasite","OUMNH",NA,"Plym Bridge, Plymouth, Devon, England",50.40595042,-4.077171658
"IGproject0433","Nomada","ruficornis","male",1978,5,7,"England","Devon","Tavistock","Whitchurch Down",2.777,1.83,8.507,2.412,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225
"IGproject0434","Nomada","ruficornis","male",1982,5,10,"England","Devon","Plymouth","Plym Bridge",2.334,1.428,7.228,1.935,"Apidae","kleptoparasite","OUMNH",NA,"Plym Bridge, Plymouth, Devon, England",50.40595042,-4.077171658
"IGproject0435","Nomada","ruficornis","male",1974,4,21,"England","Devon","Lifton","",2.772,1.964,8.722,2.311,"Apidae","kleptoparasite","OUMNH",NA,"Lifton, Devon, England",50.6429503,-4.2988119
"IGproject0436","Nomada","ruficornis","male",1982,4,20,"England","Devon","Dartmoor","Burrator Reservoir",2.304,1.548,7.555,1.915,"Apidae","kleptoparasite","OUMNH",NA,"Burrator Reservoir, Dartmoor, Devon, England",50.49923423,-4.040083663
"IGproject0437","Nomada","ruficornis","male",1975,5,6,"England","Devon","Tavistock","Whitchurch Down",2.291,1.47,7.229,1.933,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225
"IGproject0438","Nomada","ruficornis","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.683,1.901,8.353,2.225,"Apidae","kleptoparasite","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499
"IGproject0439","Nomada","ruficornis","male",1901,4,25,"England","Oxfordshire","Oxford","University Parks",2.834,2.06,8.468,2.282,"Apidae","kleptoparasite","OUMNH",NA,"University Parks, Oxford, Oxfordshire, England",51.7623666,-1.2544132
"IGproject0440","Nomada","ruficornis","male",1917,5,3,"England","Devon","Brixham","",2.393,1.543,7.445,1.973,"Apidae","kleptoparasite","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0441","Nomada","ruficornis","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.66,1.747,8.188,2.237,"Apidae","kleptoparasite","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499
"IGproject0442","Nomada","ruficornis","male",1914,4,14,"England","Devon","Dartmoor","East Dartmoor",2.62,1.779,8.487,2.272,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305
"IGproject0443","Nomada","ruficornis","male",1918,4,27,"England","Devon","Paignton","",2.575,1.66,7.685,2.032,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0444","Nomada","ruficornis","female",1920,5,15,"England","West Yorkshire","Leeds","Roundhay",2.815,1.996,8.539,2.362,"Apidae","kleptoparasite","OUMNH",NA,"Roundhay, Leeds, West Yorkshire, England",53.8439954,-1.507852
"IGproject0445","Nomada","ruficornis","male",1901,4,25,"England","Oxfordshire","Oxford","University Parks",2.58,1.779,8.063,2.056,"Apidae","kleptoparasite","OUMNH",NA,"University Parks, Oxford, Oxfordshire, England",51.7623666,-1.2544132
"IGproject0446","Nomada","ruficornis","male",1935,4,28,"England","Dorset","Swanage","South Haven Point",2.642,1.824,7.939,2.146,"Apidae","kleptoparasite","OUMNH",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0447","Nomada","ruficornis","female",1984,6,8,"England","Devon","Tavistock","Whitchurch Down",2.752,1.88,8.652,2.247,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225
"IGproject0448","Nomada","ruficornis","male",1901,7,14,"Wales","Gwynedd","Criccieth","",2.652,1.778,8.218,2.13,"Apidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0449","Nomada","ruficornis","female",1989,5,19,"England","Wiltshire","Swindon","Coate Water Country Park",2.788,1.898,8.464,2.269,"Apidae","kleptoparasite","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0450","Nomada","ruficornis","female",1989,5,19,"England","Wiltshire","Swindon","Coate Water Country Park",2.752,1.843,8.603,2.294,"Apidae","kleptoparasite","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0451","Nomada","ruficornis","female",1976,4,21,"England","Devon","Lifton","",2.907,1.918,8.973,2.48,"Apidae","kleptoparasite","OUMNH",NA,"Lifton, Devon, England",50.6429503,-4.2988119
"IGproject0452","Nomada","ruficornis","male",1983,5,4,"England","Devon","Dartmoor","Leather Tor",2.738,1.827,8.648,2.2,"Apidae","kleptoparasite","OUMNH",NA,"Leather Tor, Dartmoor, Devon, England",50.51314752,-4.028640519
"IGproject0453","Nomada","ruficornis","female",1976,5,7,"England","Devon","Harford","",2.761,1.808,8.46,2.287,"Apidae","kleptoparasite","OUMNH",NA,"Harford, Devon, England",50.4188928,-3.9179257
"IGproject0454","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.46,1.633,7.525,2.035,"Apidae","kleptoparasite","OUMNH",NA,"Hampstead, London, Greater London, England",51.55653,-0.1783011
"IGproject0455","Nomada","ruficornis","male",1941,5,17,"England","Hampshire","Tadley","Pamber Forest",2.631,1.729,7.858,2.039,"Apidae","kleptoparasite","OUMNH",NA,"Pamber Forest, Tadley, Hampshire, England",51.3445805,-1.1172286
"IGproject0456","Nomada","ruficornis","female",1953,5,24,"England","Devon","Lustleigh","",2.641,1.789,8.026,2.235,"Apidae","kleptoparasite","OUMNH",NA,"Lustleigh, Devon, England",50.6228301,-3.7304463
"IGproject0457","Nomada","ruficornis","male",1954,4,12,"England","Devon","Teignbridge","",2.718,1.805,8.442,2.224,"Apidae","kleptoparasite","OUMNH",NA,"Teignbridge, Devon, England",50.6125551,-3.6559493
"IGproject0458","Nomada","ruficornis","female",1921,5,27,"England","Hertfordshire","Tring","",2.626,1.774,8.229,2.299,"Apidae","kleptoparasite","OUMNH",NA,"Tring, Hertfordshire, England",51.7940357,-0.6609205
"IGproject0459","Nomada","ruficornis","female",1902,5,19,"England","Hampshire","","New Forest",2.649,1.773,8.346,2.382,"Apidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0460","Nomada","ruficornis","male",1917,5,3,"England","Surrey","Guildford","Merrow",2.373,1.573,7.071,1.939,"Apidae","kleptoparasite","OUMNH",NA,"Merrow, Guildford, Surrey, England",51.2443481,-0.5335147
"IGproject0461","Nomada","ruficornis","male",1917,5,5,"England","Surrey","Tadworth","Box Hill",2.808,1.958,8.498,2.332,"Apidae","kleptoparasite","OUMNH",NA,"Box Hill, Tadworth, Surrey, England",51.2543699,-0.2776725
"IGproject0462","Nomada","ruficornis","female",1931,5,25,"England","North Yorkshire","Rainton","",2.568,1.664,7.699,2.152,"Apidae","kleptoparasite","OUMNH",NA,"Rainton, North Yorkshire, England",54.1715744,-1.4343499
"IGproject0463","Nomada","ruficornis","female",1945,3,25,"England","Devon","Lydford","",2.529,1.573,7.65,2.073,"Apidae","kleptoparasite","OUMNH",NA,"Lydford, Devon, England",50.6459989,-4.0827936
"IGproject0464","Nomada","ruficornis","male",1925,5,15,"England","Devon","Brixham","",2.345,1.561,7.142,1.94,"Apidae","kleptoparasite","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0465","Nomada","ruficornis","male",1915,4,14,"England","Devon","Dartmoor","East Dartmoor",2.723,1.9,8.303,2.291,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305
"IGproject0466","Andrena","chrysosceles","female",1899,6,18,"England","East Sussex","Polegate","",2.805,1.673,7.764,2.116,"Andrenidae","excavator","OUMNH",NA,"Polegate, East Sussex, England",50.8276836,0.2446652
"IGproject0467","Andrena","chrysosceles","male",1907,5,23,"England","Hampshire","","New Forest",2.969,1.832,8.182,2.32,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0468","Andrena","chrysosceles","female",1899,5,NA,"Wales","Monmouthshire","Raglan","",2.973,1.815,8.224,2.256,"Andrenidae","excavator","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject0469","Andrena","chrysosceles","female",1913,5,23,"England","Dorset","Cerne Abbas","",2.853,1.782,7.849,2.203,"Andrenidae","excavator","OUMNH",NA,"Cerne Abbas, Dorset, England",50.8079558,-2.4793386
"IGproject0470","Andrena","chrysosceles","female",1914,4,NA,"England","Devon","Newton Abbot","",2.968,1.816,8.119,2.184,"Andrenidae","excavator","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0471","Andrena","chrysosceles","female",1899,5,NA,"Wales","Monmouthshire","Raglan","",2.945,1.822,8.128,2.283,"Andrenidae","excavator","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject0472","Andrena","chrysosceles","female",1899,6,5,"England","Cambridgeshire","Sawtry","Monks Wood",2.864,1.851,7.811,2.258,"Andrenidae","excavator","OUMNH",NA,"Monks Wood, Sawtry, Cambridgeshire, England",52.4055181,-0.2396955
"IGproject0473","Andrena","chrysosceles","male",1923,4,21,"England","Devon","Newton Abbot","Bradley Woods",2.54,1.541,6.724,1.777,"Andrenidae","excavator","OUMNH",NA,"Bradley Woods, Newton Abbot, Devon, England",50.525335,-3.627007989
"IGproject0474","Andrena","chrysosceles","male",1912,5,NA,"England","Hampshire","","New Forest",2.505,1.473,6.712,1.805,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0475","Andrena","chrysosceles","male",1912,5,NA,"England","Hampshire","","New Forest",2.481,1.461,6.566,1.755,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0476","Andrena","chrysosceles","female",1899,6,NA,"England","Cambridgeshire","Wicken","",2.785,1.736,7.62,2.152,"Andrenidae","excavator","OUMNH",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755
"IGproject0477","Andrena","chrysosceles","female",1906,5,28,"Wales","Bridgend","Porthcawl","",2.824,1.72,7.786,2.26,"Andrenidae","excavator","OUMNH",NA,"Porthcawl, Bridgend, Wales",51.4795563,-3.7040704
"IGproject0478","Andrena","chrysosceles","female",1990,5,26,"England","Wiltshire","Wroughton","Clouts Wood",3.285,2.098,7.831,2.487,"Andrenidae","excavator","OUMNH",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057
"IGproject0479","Andrena","chrysosceles","male",1990,4,28,"England","Wiltshire","Swindon","Coate Water Country Park",2.658,1.447,6.921,1.928,"Andrenidae","excavator","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0480","Andrena","chrysosceles","male",1990,3,31,"England","Wiltshire","Swindon","Coate Water Country Park",2.43,1.382,6.546,1.763,"Andrenidae","excavator","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0481","Andrena","chrysosceles","male",2004,5,19,"England","Surrey","Guildford","Pewley Down",2.461,1.366,6.81,1.78,"Andrenidae","excavator","OUMNH",NA,"Pewley Down, Guildford, Surrey, England",51.230904,-0.557229
"IGproject0482","Andrena","chrysosceles","male",2007,4,17,"England","Surrey","Godalming","Mare Hill",2.551,1.427,6.773,1.812,"Andrenidae","excavator","OUMNH",NA,"Mare Hill, Godalming, Surrey, England",51.15338723,-0.662571471
"IGproject0483","Andrena","chrysosceles","female",1981,6,29,"England","Oxfordshire","Wendlebury","",2.769,1.683,7.341,2.113,"Andrenidae","excavator","OUMNH",NA,"Wendlebury, Oxfordshire, England",51.872327,-1.186175
"IGproject0484","Andrena","chrysosceles","male",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.556,1.481,6.933,1.785,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0485","Andrena","chrysosceles","female",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.799,1.782,7.554,2.198,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0486","Andrena","chrysosceles","female",2007,6,6,"England","Surrey","Grayswood","Holmens Grove",2.906,1.873,8.188,2.111,"Andrenidae","excavator","OUMNH",NA,"Holmens Grove, Grayswood, Surrey, England",51.10405232,-0.691504886
"IGproject0487","Andrena","chrysosceles","female",2002,4,20,"England","Oxfordshire","Oxford","Shotover",2.964,1.861,8.011,2.318,"Andrenidae","excavator","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
